ligand,label
LXRa_antagonist45,1
LXRa_antagonist26,1
LXRa_antagonist42,1
LXRa_antagonist25,1
LXRa_antagonist48,1
LXRa_antagonist18,1
LXRa_antagonist40,1
LXRb_agonist358,0
LXRb_agonist330,0
LXRb_agonist334,0
LXRb_agonist351,0
LXRb_agonist119,0
LXRb_agonist257,0
LXRb_agonist65,0
LXRb_agonist262,0
LXRb_agonist268,0
LXRb_agonist177,0
LXRb_agonist102,0
LXRb_agonist159,0
LXRb_agonist364,0
LXRb_agonist269,0
LXRb_agonist53,0
LXRb_agonist66,0
LXRb_agonist317,0
LXRb_agonist325,0
LXRb_agonist178,0
LXRb_agonist236,0
LXRb_agonist225,0
LXRb_agonist233,0
LXRb_agonist84,0
LXRb_agonist274,0
LXRb_agonist412,0
LXRb_agonist435,0
LXRb_agonist100,0
LXRb_agonist420,0
LXRb_agonist16,0
LXRb_agonist400,0
LXRb_agonist315,0
LXRb_agonist40,0
LXRb_agonist123,0
LXRb_agonist368,0
LXRb_agonist345,0
LXRb_agonist155,0
LXRb_agonist346,0
LXRb_agonist58,0
LXRb_agonist294,0
LXRb_agonist235,0
LXRb_agonist373,0
LXRb_agonist205,0
LXRb_agonist37,0
LXRb_agonist152,0
LXRb_agonist133,0
LXRb_agonist206,0
LXRb_agonist350,0
LXRb_agonist129,0
LXRb_agonist31,0
LXRb_agonist286,0
LXRb_agonist324,0
LXRb_agonist125,0
LXRb_agonist382,0
LXRb_agonist194,0
LXRb_agonist74,0
LXRb_agonist72,0
LXRb_agonist93,0
LXRb_agonist219,0
LXRb_agonist76,0
LXRb_agonist273,0
LXRb_agonist199,0
LXRb_agonist278,0
LXRb_agonist207,0
LXRb_agonist49,0
LXRb_agonist188,0
LXRb_agonist436,0
LXRb_agonist174,0
LXRb_agonist39,0
LXRb_agonist160,0
LXRb_agonist220,0
LXRb_agonist200,0
LXRb_agonist175,0
LXRb_agonist226,0
LXRb_agonist371,0
LXRb_agonist249,0
LXRb_agonist363,0
LXRb_agonist141,0
LXRb_agonist184,0
LXRb_agonist136,0
LXRb_agonist33,0
LXRb_agonist182,0
LXRb_agonist425,0
LXRb_agonist246,0
LXRb_agonist170,0
LXRb_agonist348,0
LXRb_agonist383,0
LXRb_agonist276,0
LXRb_agonist64,0
LXRb_agonist203,0
LXRb_agonist150,0
LXRb_agonist333,0
LXRb_agonist62,0
LXRb_agonist308,0
LXRb_agonist78,0
LXRb_agonist389,0
LXRb_agonist186,0
LXRb_agonist380,0
LXRb_agonist45,0
LXRb_agonist94,0
LXRb_agonist415,0
LXRb_agonist319,0
LXRb_agonist148,0
LXRb_agonist73,0
LXRb_agonist222,0
LXRb_agonist413,0
LXRb_agonist320,0
LXRb_agonist209,0
LXRb_agonist15,0
LXRb_agonist183,0
LXRb_agonist32,0
LXRb_agonist171,0
LXRb_agonist361,0
LXRb_agonist83,0
LXRb_agonist87,0
LXRb_agonist86,0
LXRb_agonist303,0
LXRb_agonist214,0
LXRb_agonist52,0
LXRb_agonist111,0
LXRb_agonist298,0
LXRb_agonist292,0
LXRb_agonist307,0
LXRb_agonist99,0
LXRb_agonist224,0
LXRb_agonist261,0
LXRb_agonist304,0
LXRb_agonist314,0
LXRb_agonist335,0
LXRb_agonist1,0
LXRb_agonist56,0
LXRb_agonist210,0
LXRb_agonist366,0
LXRb_agonist344,0
LXRb_agonist409,0
LXRb_agonist91,0
LXRb_agonist433,0
LXRb_agonist54,0
LXRb_agonist3,0
LXRb_agonist55,0
LXRb_agonist419,0
LXRb_agonist372,0
LXRb_agonist109,0
LXRb_agonist271,0
LXRb_agonist165,0
LXRb_agonist386,0
LXRb_agonist359,0
LXRb_agonist343,0
LXRb_agonist405,0
LXRb_agonist127,0
LXRb_agonist426,0
LXRb_agonist60,0
LXRb_agonist89,0
LXRb_agonist79,0
LXRb_agonist275,0
LXRb_agonist432,0
LXRb_agonist75,0
LXRb_agonist253,0
LXRb_agonist338,0
LXRb_agonist166,0
LXRb_agonist379,0
LXRb_agonist243,0
LXRb_agonist34,0
LXRb_agonist19,0
LXRb_agonist28,0
LXRb_agonist181,0
LXRb_agonist212,0
LXRb_agonist429,0
LXRb_agonist417,0
LXRb_agonist90,0
LXRb_agonist161,0
LXRb_agonist2,0
LXRb_agonist50,0
LXRb_agonist341,0
LXRb_agonist404,0
LXRb_agonist427,0
LXRb_agonist295,0
LXRb_agonist331,0
LXRb_agonist321,0
LXRb_agonist279,0
LXRb_agonist267,0
LXRb_agonist81,0
LXRb_agonist80,0
LXRb_agonist142,0
LXRb_agonist153,0
LXRb_agonist367,0
LXRb_agonist88,0
LXRb_agonist237,0
LXRb_agonist299,0
LXRb_agonist67,0
LXRb_agonist349,0
LXRb_agonist104,0
LXRb_agonist162,0
LXRb_agonist347,0
LXRb_agonist71,0
LXRb_agonist238,0
LXRb_agonist277,0
LXRb_agonist332,0
LXRb_agonist291,0
LXRb_agonist211,0
LXRb_agonist14,0
LXRb_agonist191,0
LXRb_agonist190,0
LXRb_agonist10,0
LXRb_agonist437,0
LXRb_agonist384,0
LXRb_agonist431,0
LXRb_agonist266,0
LXRb_agonist221,0
LXRb_agonist256,0
LXRb_agonist229,0
LXRb_agonist38,0
LXRb_agonist6,0
LXRb_agonist288,0
LXRb_agonist36,0
LXRb_agonist283,0
LXRb_agonist381,0
LXRb_agonist263,0
LXRb_agonist20,0
LXRb_agonist146,0
LXRb_agonist180,0
LXRb_agonist169,0
LXRb_agonist9,0
LXRb_agonist223,0
LXRb_agonist113,0
LXRb_agonist290,0
LXRb_agonist326,0
LXRb_agonist196,0
LXRb_agonist151,0
LXRb_agonist430,0
LXRb_agonist70,0
LXRb_agonist168,0
LXRb_agonist164,0
LXRb_agonist24,0
LXRb_agonist323,0
LXRb_agonist114,0
LXRb_agonist18,0
LXRb_agonist179,0
LXRb_agonist310,0
LXRb_agonist143,0
LXRb_agonist352,0
LXRb_agonist176,0
LXRb_agonist408,0
LXRb_agonist281,0
LXRb_agonist354,0
LXRb_agonist360,0
LXRb_agonist116,0
LXRb_agonist77,0
LXRb_agonist61,0
LXRb_agonist92,0
LXRb_agonist110,0
LXRb_agonist98,0
LXRb_agonist377,0
LXRb_agonist193,0
LXRb_agonist362,0
LXRb_agonist68,0
LXRb_agonist82,0
LXRb_agonist312,0
LXRb_agonist189,0
LXRb_agonist293,0
LXRb_agonist240,0
LXRb_agonist232,0
LXRb_agonist428,0
LXRb_agonist163,0
LXRb_agonist187,0
LXRb_agonist374,0
LXRb_agonist137,0
LXRb_agonist438,0
LXRb_agonist144,0
LXRb_agonist394,0
LXRb_agonist147,0
LXRb_agonist22,0
LXRb_agonist149,0
LXRb_agonist51,0
LXRb_agonist284,0
LXRb_agonist105,0
LXRb_agonist202,0
LXRb_agonist46,0
LXRb_agonist145,0
LXRb_agonist339,0
LXRb_agonist41,0
LXRb_agonist318,0
LXRb_agonist59,0
LXRb_agonist265,0
LXRb_agonist122,0
LXRb_agonist85,0
LXRb_agonist342,0
LXRb_agonist154,0
LXRb_agonist118,0
LXRb_agonist69,0
LXRb_agonist272,0
LXRb_agonist101,0
LXRb_agonist128,0
LXRb_agonist365,0
LXRb_agonist357,0
LXRb_agonist44,0
LXRb_agonist115,0
LXRb_agonist306,0
LXRb_agonist95,0
LXRb_agonist107,0
LXRb_agonist215,0
LXRb_agonist213,0
LXRb_agonist322,0
LXRb_agonist259,0
LXRb_agonist47,0
LXRb_agonist340,0
LXRb_agonist228,0
LXRb_agonist63,0
LXRb_agonist270,0
LXRb_agonist313,0
LXRb_agonist356,0
LXRb_agonist218,0
LXRb_agonist126,0
LXRb_agonist245,0
LXRb_agonist309,0
LXRb_agonist43,0
LXRb_agonist305,0
LXRb_agonist316,0
LXRb_agonist121,0
LXRb_agonist258,0
LXRb_agonist124,0
LXRb_agonist42,0
LXRb_agonist172,0
LXRb_agonist375,0
LXRb_agonist185,0
LXRb_agonist57,0
LXRb_agonist422,0
LXRb_agonist423,0
LXRb_agonist311,0
LXRb_agonist35,0
LXRb_agonist156,0
LXRb_agonist434,0
LXRb_agonist234,0
LXRb_agonist355,0
LXRb_agonist48,0
LXRb_agonist108,0
LXRb_antagonist10,1
LXRb_antagonist7,1
LXRb_antagonist29,1
LXRb_antagonist35,1
LXRb_antagonist3,1
LXRb_antagonist24,1
LXRb_antagonist25,1
LXRb_antagonist2,1
LXRb_antagonist11,1
LXRb_antagonist16,1
LXRb_antagonist18,1
LXRb_antagonist22,1
LXRb_antagonist14,1
LXRb_antagonist4,1
LXRb_antagonist8,1
LXRb_antagonist33,1
LXRb_antagonist23,1
LXRb_antagonist36,1
LXRb_antagonist19,1
LXRb_antagonist38,1
LXRb_antagonist21,1
LXRb_antagonist1,1
LXRb_antagonist9,1
LXRb_antagonist13,1
LXRb_antagonist26,1
LXRb_antagonist17,1
LXRb_antagonist15,1
LXRb_antagonist6,1
LXRb_antagonist20,1
LXRb_antagonist32,1
LXRb_antagonist34,1
LXRb_antagonist28,1
LXRb_antagonist30,1
LXRb_antagonist12,1
LXRb_antagonist5,1
LXRb_antagonist37,1
LXRb_antagonist31,1
PR_agonist216,0
PR_agonist189,0
PR_agonist351,0
PR_agonist310,0
PR_agonist327,0
PR_agonist7,0
PR_agonist239,0
PR_agonist359,0
PR_agonist390,0
PR_agonist273,0
PR_agonist324,0
PR_agonist139,0
PR_agonist125,0
PR_agonist13,0
PR_agonist350,0
PR_agonist105,0
PR_agonist211,0
PR_agonist17,0
PR_agonist386,0
PR_agonist336,0
PR_agonist391,0
PR_agonist204,0
PR_agonist199,0
PR_agonist371,0
PR_agonist194,0
PR_agonist74,0
PR_agonist241,0
PR_agonist75,0
PR_agonist117,0
PR_agonist314,0
PR_agonist192,0
PR_agonist372,0
PR_agonist236,0
PR_agonist272,0
PR_agonist346,0
PR_agonist309,0
PR_agonist308,0
PR_agonist389,0
PR_agonist222,0
PR_agonist146,0
PR_agonist90,0
PR_agonist128,0
PR_agonist240,0
PR_agonist165,0
PR_agonist87,0
PR_agonist184,0
PR_agonist112,0
PR_agonist356,0
PR_agonist19,0
PR_agonist362,0
PR_agonist266,0
PR_agonist175,0
PR_agonist86,0
PR_agonist12,0
PR_agonist380,0
PR_agonist210,0
PR_agonist368,0
PR_agonist352,0
PR_agonist326,0
PR_agonist339,0
PR_agonist360,0
PR_agonist275,0
PR_agonist137,0
PR_agonist144,0
PR_agonist15,0
PR_agonist258,0
PR_agonist140,0
PR_agonist312,0
PR_agonist227,0
PR_agonist20,0
PR_agonist181,0
PR_agonist118,0
PR_agonist381,0
PR_agonist203,0
PR_agonist172,0
PR_agonist14,0
PR_agonist329,0
PR_agonist185,0
PR_agonist113,0
PR_agonist256,0
PR_agonist265,0
PR_agonist8,0
PR_agonist382,0
PR_agonist331,0
PR_agonist187,0
PR_agonist161,0
PR_agonist3,0
PR_agonist245,0
PR_agonist379,0
PR_agonist269,0
PR_agonist223,0
PR_agonist355,0
PR_agonist264,0
PR_agonist27,0
PR_agonist96,0
PR_agonist213,0
PR_agonist25,0
PR_agonist267,0
PR_agonist107,0
PR_agonist99,0
PR_agonist200,0
PR_agonist98,0
PR_agonist5,0
PR_agonist357,0
PR_agonist133,0
PR_agonist332,0
PR_agonist343,0
PR_agonist342,0
PR_agonist323,0
PR_agonist335,0
PR_agonist244,0
PR_agonist234,0
PR_agonist104,0
PR_agonist276,0
PR_agonist247,0
PR_agonist85,0
PR_agonist208,0
PR_agonist145,0
PR_agonist130,0
PR_agonist261,0
PR_agonist120,0
PR_agonist6,0
PR_agonist232,0
PR_agonist363,0
PR_agonist124,0
PR_agonist369,0
PR_agonist100,0
PR_agonist238,0
PR_agonist383,0
PR_agonist334,0
PR_agonist237,0
PR_agonist392,0
PR_agonist178,0
PR_agonist311,0
PR_agonist303,0
PR_agonist344,0
PR_agonist230,0
PR_agonist101,0
PR_agonist325,0
PR_agonist219,0
PR_agonist319,0
PR_agonist305,0
PR_agonist348,0
PR_agonist384,0
PR_agonist280,0
PR_agonist191,0
PR_agonist231,0
PR_agonist182,0
PR_agonist26,0
PR_agonist233,0
PR_agonist366,0
PR_agonist370,0
PR_agonist177,0
PR_agonist198,0
PR_agonist179,0
PR_agonist127,0
PR_agonist197,0
PR_agonist281,0
PR_agonist116,0
PR_agonist246,0
PR_agonist321,0
PR_agonist317,0
PR_agonist218,0
PR_agonist274,0
PR_agonist22,0
PR_agonist167,0
PR_agonist364,0
PR_agonist176,0
PR_agonist316,0
PR_agonist21,0
PR_agonist111,0
PR_agonist330,0
PR_agonist367,0
PR_agonist106,0
PR_agonist224,0
PR_agonist78,0
PR_agonist171,0
PR_agonist341,0
PR_agonist268,0
PR_agonist126,0
PR_agonist129,0
PR_agonist32,0
PR_agonist243,0
PR_agonist301,0
PR_agonist228,0
PR_agonist11,0
PR_agonist102,0
PR_agonist123,0
PR_agonist143,0
PR_agonist131,0
PR_agonist174,0
PR_agonist97,0
PR_agonist195,0
PR_agonist328,0
PR_agonist108,0
PR_agonist183,0
PR_agonist196,0
PR_agonist110,0
PR_agonist373,0
PR_agonist206,0
PR_agonist215,0
PR_agonist136,0
PR_agonist365,0
PR_agonist164,0
PR_agonist270,0
PR_agonist354,0
PR_agonist375,0
PR_agonist337,0
PR_agonist257,0
PR_agonist109,0
PR_agonist304,0
PR_agonist345,0
PR_agonist387,0
PR_agonist95,0
PR_agonist188,0
PR_agonist320,0
PR_agonist271,0
PR_agonist212,0
PR_agonist76,0
PR_agonist340,0
PR_agonist349,0
PR_agonist385,0
PR_agonist173,0
PR_agonist388,0
PR_agonist23,0
PR_agonist132,0
PR_agonist242,0
PR_agonist207,0
PR_agonist193,0
PR_agonist277,0
PR_agonist166,0
PR_agonist170,0
PR_agonist358,0
PR_agonist202,0
PR_agonist376,0
PR_agonist378,0
PR_agonist278,0
PR_agonist353,0
PR_agonist134,0
PR_agonist79,0
PR_agonist138,0
PR_agonist205,0
PR_agonist169,0
PR_agonist77,0
PR_agonist226,0
PR_agonist209,0
PR_agonist88,0
PR_agonist377,0
PR_agonist235,0
PR_agonist24,0
PR_agonist201,0
PR_agonist217,0
PR_agonist163,0
PR_agonist229,0
PR_agonist374,0
PR_agonist333,0
PR_agonist4,0
PR_agonist322,0
PR_agonist306,0
PR_antagonist544,1
PR_antagonist391,1
PR_antagonist291,1
PR_antagonist602,1
PR_antagonist175,1
PR_antagonist326,1
PR_antagonist530,1
PR_antagonist26,1
PR_antagonist279,1
PR_antagonist231,1
PR_antagonist465,1
PR_antagonist64,1
PR_antagonist236,1
PR_antagonist626,1
PR_antagonist169,1
PR_antagonist173,1
PR_antagonist194,1
PR_antagonist264,1
PR_antagonist69,1
PR_antagonist84,1
PR_antagonist297,1
PR_antagonist140,1
PR_antagonist456,1
PR_antagonist632,1
PR_antagonist159,1
PR_antagonist185,1
PR_antagonist304,1
PR_antagonist40,1
PR_antagonist294,1
PR_antagonist118,1
PR_antagonist387,1
PR_antagonist457,1
PR_antagonist441,1
PR_antagonist161,1
PR_antagonist157,1
PR_antagonist542,1
PR_antagonist429,1
PR_antagonist245,1
PR_antagonist470,1
PR_antagonist214,1
PR_antagonist597,1
PR_antagonist595,1
PR_antagonist368,1
PR_antagonist17,1
PR_antagonist142,1
PR_antagonist406,1
PR_antagonist484,1
PR_antagonist306,1
PR_antagonist7,1
PR_antagonist78,1
PR_antagonist104,1
PR_antagonist98,1
PR_antagonist42,1
PR_antagonist181,1
PR_antagonist123,1
PR_antagonist627,1
PR_antagonist464,1
PR_antagonist388,1
PR_antagonist196,1
PR_antagonist126,1
PR_antagonist61,1
PR_antagonist11,1
PR_antagonist198,1
PR_antagonist139,1
PR_antagonist580,1
PR_antagonist293,1
PR_antagonist367,1
PR_antagonist29,1
PR_antagonist154,1
PR_antagonist298,1
PR_antagonist146,1
PR_antagonist505,1
PR_antagonist427,1
PR_antagonist631,1
PR_antagonist560,1
PR_antagonist203,1
PR_antagonist53,1
PR_antagonist226,1
PR_antagonist37,1
PR_antagonist630,1
PR_antagonist117,1
PR_antagonist538,1
PR_antagonist405,1
PR_antagonist372,1
PR_antagonist91,1
PR_antagonist120,1
PR_antagonist71,1
PR_antagonist409,1
PR_antagonist364,1
PR_antagonist323,1
PR_antagonist9,1
PR_antagonist549,1
PR_antagonist386,1
PR_antagonist537,1
PR_antagonist178,1
PR_antagonist51,1
PR_antagonist482,1
PR_antagonist545,1
PR_antagonist256,1
PR_antagonist480,1
PR_antagonist106,1
PR_antagonist426,1
PR_antagonist536,1
PR_antagonist562,1
PR_antagonist488,1
PR_antagonist113,1
PR_antagonist246,1
PR_antagonist416,1
PR_antagonist552,1
PR_antagonist3,1
PR_antagonist346,1
PR_antagonist318,1
PR_antagonist4,1
PR_antagonist188,1
PR_antagonist455,1
PR_antagonist219,1
PR_antagonist269,1
PR_antagonist521,1
PR_antagonist492,1
PR_antagonist340,1
PR_antagonist190,1
PR_antagonist55,1
PR_antagonist374,1
PR_antagonist314,1
PR_antagonist369,1
PR_antagonist370,1
PR_antagonist467,1
PR_antagonist403,1
PR_antagonist567,1
PR_antagonist587,1
PR_antagonist208,1
PR_antagonist497,1
PR_antagonist82,1
PR_antagonist422,1
PR_antagonist77,1
PR_antagonist149,1
PR_antagonist479,1
PR_antagonist101,1
PR_antagonist413,1
PR_antagonist337,1
PR_antagonist223,1
PR_antagonist135,1
PR_antagonist481,1
PR_antagonist317,1
PR_antagonist566,1
PR_antagonist569,1
PR_antagonist469,1
PR_antagonist39,1
PR_antagonist601,1
PR_antagonist356,1
PR_antagonist182,1
PR_antagonist506,1
PR_antagonist89,1
PR_antagonist519,1
PR_antagonist193,1
PR_antagonist424,1
PR_antagonist313,1
PR_antagonist583,1
PR_antagonist38,1
PR_antagonist396,1
PR_antagonist623,1
PR_antagonist475,1
PR_antagonist508,1
PR_antagonist415,1
PR_antagonist618,1
PR_antagonist59,1
PR_antagonist449,1
PR_antagonist315,1
PR_antagonist445,1
PR_antagonist209,1
PR_antagonist350,1
PR_antagonist453,1
PR_antagonist241,1
PR_antagonist604,1
PR_antagonist254,1
PR_antagonist333,1
PR_antagonist265,1
PR_antagonist172,1
PR_antagonist307,1
PR_antagonist571,1
PR_antagonist598,1
PR_antagonist502,1
PR_antagonist617,1
PR_antagonist619,1
PR_antagonist351,1
PR_antagonist321,1
PR_antagonist180,1
PR_antagonist448,1
PR_antagonist531,1
PR_antagonist512,1
PR_antagonist390,1
PR_antagonist258,1
PR_antagonist573,1
PR_antagonist392,1
PR_antagonist44,1
PR_antagonist593,1
PR_antagonist67,1
PR_antagonist339,1
PR_antagonist103,1
PR_antagonist228,1
PR_antagonist176,1
PR_antagonist381,1
PR_antagonist162,1
PR_antagonist239,1
PR_antagonist187,1
PR_antagonist41,1
PR_antagonist301,1
PR_antagonist134,1
PR_antagonist434,1
PR_antagonist379,1
PR_antagonist277,1
PR_antagonist358,1
PR_antagonist335,1
PR_antagonist363,1
PR_antagonist184,1
PR_antagonist220,1
PR_antagonist85,1
PR_antagonist253,1
PR_antagonist620,1
PR_antagonist539,1
PR_antagonist191,1
PR_antagonist324,1
PR_antagonist556,1
PR_antagonist385,1
PR_antagonist290,1
PR_antagonist525,1
PR_antagonist628,1
PR_antagonist58,1
PR_antagonist174,1
PR_antagonist18,1
PR_antagonist158,1
PR_antagonist260,1
PR_antagonist341,1
PR_antagonist248,1
PR_antagonist285,1
PR_antagonist199,1
PR_antagonist417,1
PR_antagonist608,1
PR_antagonist490,1
PR_antagonist603,1
PR_antagonist48,1
PR_antagonist267,1
PR_antagonist1,1
PR_antagonist62,1
PR_antagonist503,1
PR_antagonist510,1
PR_antagonist114,1
PR_antagonist444,1
PR_antagonist171,1
PR_antagonist163,1
PR_antagonist501,1
PR_antagonist233,1
PR_antagonist268,1
PR_antagonist361,1
PR_antagonist272,1
PR_antagonist397,1
PR_antagonist438,1
PR_antagonist224,1
PR_antagonist107,1
PR_antagonist624,1
PR_antagonist249,1
PR_antagonist495,1
PR_antagonist589,1
PR_antagonist22,1
PR_antagonist384,1
PR_antagonist237,1
PR_antagonist282,1
PR_antagonist65,1
PR_antagonist378,1
PR_antagonist436,1
PR_antagonist299,1
PR_antagonist561,1
PR_antagonist310,1
PR_antagonist234,1
PR_antagonist168,1
PR_antagonist574,1
